@relation InstanceResultListener

@attribute Key_Dataset {'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100'}
@attribute Key_Run {1,2}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.FURIA,weka.classifiers.trees.RandomForest,weka.classifiers.trees.LMT,weka.classifiers.functions.Dl4jMlpClassifier,weka.classifiers.functions.Logistic,weka.classifiers.functions.NeuralNetwork,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.functions.SMO,weka.classifiers.lazy.IBk,weka.classifiers.misc.HyperPipes}
@attribute Key_Scheme_options {'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-I -1 -M 15 -W 0.0','-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT','-R 1.0E-8 -M -1 -num-decimal-places 4','-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',''}
@attribute Key_Scheme_version_ID {-6589312996832147161,1116839470751428698,-1113212459618104943,-6363254116597574265,3932117032546553727,2378254486583093360,-5990607817048210779,-6585883636378691736,-3080186098777067172,-7527596632268975274}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureKValue numeric
@attribute measurePureNodes numeric
@attribute measurePureTrainNodes numeric
@attribute measurePureTestNodes numeric
@attribute measureEstimatedMetricValue numeric

@data
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,8,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20170922.1005,2500,277,231,46,0,83.393502,16.606498,0,0.778091,0.112735,0.260888,30.08972,60.276534,553.468209,400.595779,152.87243,1.99808,1.446194,0.551886,416.285639,1.502836,20834.686706,0.826667,62,0.10396,21,0.89604,181,0.173333,13,0.746988,0.826667,0.78481,0.701016,0.918218,0.811637,0.833935,0.05711,0.94289,0.166065,0.836566,0.833935,0.833946,0.778738,0.954004,0.886361,0.834762,0.833935,38.619,0.001,36.754454,0.001168,36754.454,1.168,106396,2079806,236939,95.306859,41.064982,?,?,?,9,5,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,9,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20170922.1006,2500,277,233,44,0,84.115523,15.884477,0,0.787843,0.104911,0.258028,27.99901,59.609452,553.588513,622.961755,-69.373241,1.998514,2.248959,-0.250445,426.045251,1.538069,21323.658782,0.864865,64,0.078818,16,0.921182,187,0.135135,10,0.8,0.864865,0.831169,0.767422,0.929969,0.755256,0.841155,0.053681,0.946319,0.158845,0.841749,0.841155,0.840509,0.788311,0.942361,0.843795,0.839808,0.841155,71.486,0.002,68.227056,0.00207,68227.056,2.07,127913,2079806,236939,92.779783,38.808664,?,?,?,11,6,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,10,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20170922.1007,2500,277,237,40,0,85.559567,14.440433,0,0.807288,0.09442,0.218139,25.198996,50.394293,553.588513,161.010765,392.577748,1.998514,0.581266,1.417248,443.404927,1.60074,22192.514405,0.797297,59,0.08867,18,0.91133,185,0.202703,15,0.766234,0.797297,0.781457,0.699877,0.950606,0.8552,0.855596,0.049309,0.950691,0.144404,0.855951,0.855596,0.85538,0.80655,0.97204,0.924827,0.857156,0.855596,54.725,0.003,52.256561,0.002345,52256.561,2.345,106396,2079806,236939,98.194946,41.787004,?,?,?,9,5,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,1,weka.classifiers.functions.Dl4jMlpClassifier,'-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT',-6363254116597574265,20170922.1008,2499,278,220,58,0,79.136691,20.863309,0,0.72097,0.116802,0.306325,31.177321,70.779517,555.375242,470.938225,84.437016,1.997753,1.694022,0.30373,404.856726,1.456319,20262.313559,0.866667,65,0.137931,28,0.862069,175,0.133333,10,0.698925,0.866667,0.77381,0.685522,0.930181,0.819957,0.791367,0.071724,0.928276,0.208633,0.804498,0.791367,0.79122,0.726639,0.944594,0.864103,0.791443,0.791367,34.481,0.083,16.441033,0.04679,16441.033,46.79,27684,2078977,237768,86.690647,32.194245,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,2,weka.classifiers.functions.Dl4jMlpClassifier,'-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT',-6363254116597574265,20170922.1008,2499,278,214,64,0,76.978417,23.021583,0,0.693358,0.122584,0.309264,32.715358,71.445879,555.587202,537.732814,17.854388,1.998515,1.934291,0.064224,398.890529,1.434858,19964.561213,0.621622,46,0.088235,18,0.911765,186,0.378378,28,0.71875,0.621622,0.666667,0.559984,0.876192,0.75144,0.769784,0.076302,0.923698,0.230216,0.770849,0.769784,0.76764,0.693022,0.933574,0.845033,0.769154,0.769784,20.078,0.05,8.996591,0.028652,8996.591,28.652,27684,2078977,237768,87.410072,33.363309,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,3,weka.classifiers.functions.Dl4jMlpClassifier,'-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT',-6363254116597574265,20170922.1008,2499,278,216,62,0,77.697842,22.302158,0,0.702581,0.112472,0.309417,30.016893,71.481386,555.587202,646.870833,-91.283631,1.998515,2.326874,-0.328358,407.598676,1.466182,20400.405957,0.72973,54,0.107843,22,0.892157,182,0.27027,20,0.710526,0.72973,0.72,0.61668,0.908718,0.80903,0.776978,0.074529,0.925471,0.223022,0.781206,0.776978,0.776794,0.703967,0.940504,0.872566,0.777396,0.776978,19.774,0.04,8.734171,0.020429,8734.171,20.429,27682,2078977,237768,85.611511,30.305755,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,4,weka.classifiers.functions.Dl4jMlpClassifier,'-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT',-6363254116597574265,20170922.1009,2499,278,202,76,0,72.661871,27.338129,0,0.635372,0.133847,0.338959,35.724267,78.313214,555.480004,721.342213,-165.862209,1.99813,2.594756,-0.596627,377.869417,1.359243,18912.04704,0.746667,56,0.133005,27,0.866995,176,0.253333,19,0.674699,0.746667,0.708861,0.595184,0.926043,0.830833,0.726619,0.091198,0.908802,0.273381,0.747073,0.726619,0.727507,0.643948,0.930192,0.8476,0.727611,0.726619,17.688,0.039,8.205142,0.021243,8205.142,21.243,27687,2078977,237768,83.81295,31.205036,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,5,weka.classifiers.functions.Dl4jMlpClassifier,'-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT',-6363254116597574265,20170922.1009,2499,278,212,66,0,76.258993,23.741007,0,0.683764,0.119196,0.316181,31.814031,73.050589,555.480004,713.160877,-157.680873,1.99813,2.565327,-0.567197,400.209465,1.439602,20030.147684,0.586667,44,0.064039,13,0.935961,190,0.413333,31,0.77193,0.586667,0.666667,0.574562,0.9022,0.766166,0.76259,0.0786,0.9214,0.23741,0.766042,0.76259,0.757538,0.684673,0.935027,0.833161,0.759014,0.76259,17.639,0.039,7.929964,0.020887,7929.964,20.887,27689,2078977,237768,85.611511,30.665468,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,6,weka.classifiers.functions.Dl4jMlpClassifier,'-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT',-6363254116597574265,20170922.1009,2499,278,207,71,0,74.460432,25.539568,0,0.659208,0.129418,0.32797,34.542138,75.774401,555.480004,1673.959697,-1118.479693,1.99813,6.021438,-4.023308,386.283263,1.389508,19333.152963,0.68,51,0.103448,21,0.896552,182,0.32,24,0.708333,0.68,0.693878,0.58414,0.913103,0.757334,0.744604,0.08558,0.91442,0.255396,0.743617,0.744604,0.743609,0.658529,0.925261,0.818928,0.743727,0.744604,16.855,0.039,7.884928,0.020606,7884.928,20.606,27678,2078977,237768,85.971223,31.564748,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,7,weka.classifiers.functions.Dl4jMlpClassifier,'-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT',-6363254116597574265,20170922.1009,2499,278,220,58,0,79.136691,20.863309,0,0.721221,0.107248,0.297017,28.624949,68.623052,555.480004,573.443644,-17.96364,1.99813,2.062747,-0.064617,415.557177,1.49481,20798.287791,0.8,60,0.147783,30,0.852217,173,0.2,15,0.666667,0.8,0.727273,0.618686,0.896158,0.790761,0.791367,0.071684,0.928316,0.208633,0.804488,0.791367,0.791326,0.725997,0.939632,0.851762,0.792714,0.791367,19.468,0.043,8.977751,0.022068,8977.751,22.068,27684,2078977,237768,88.129496,31.205036,?,?,?,?,?,?,?,?,?,?
